"AGRICO","4+125 (4)","1550400","4+125 (4)",2000
"AGRICO","4+125 (4)","1550400","4+125 (4)",2001
"AGRICO","4+125 (4)","1550400","4+125 (4)",2002
"AGRICO","4+125 (4)","1550400","4+125 (4)",2003
"AGRICO","4+125 (4)","1550400","4+125 (4)",2004
"AGRICO","4+125 (4)","1550400","4+125 (4)",2005
"AGRICO","4+125 (4)","1550400","4+125 (4)",2006
"AGRICO","4+125 (4)","1550400","4+125 (4)",2007
"AGRICO","4+125 (4)","1550400","4+125 (4)",2008
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1992
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1993
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1994
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1995
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1996
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1997
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1998
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",1999
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2000
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2001
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2002
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2003
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2004
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2005
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2006
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2007
"AGRICO","4+160 (4) CAB","1550600","4+160 (4) CAB",2008
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1992
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1993
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1994
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1995
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1996
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1997
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1998
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",1999
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2000
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2001
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2002
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2003
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2004
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2005
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2006
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2007
"AGRICO","4+200 (4) CAB","1550800","4+200 (4) CAB",2008
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1992
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1993
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1994
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1995
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1996
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1997
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1998
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",1999
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2000
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2001
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2002
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2003
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2004
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2005
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2006
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2007
"AGRICO","4+250 (4) CAB","1560500","4+250 (4) CAB",2008
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1992
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1993
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1994
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1995
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1996
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1997
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1998
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",1999
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2000
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2001
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2002
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2003
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2004
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2005
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2006
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2007
"AGRICO","4+320 (4) CAB","1560700","4+320 (4) CAB",2008
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1992
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1993
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1994
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1995
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1996
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1997
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1998
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",1999
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2000
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2001
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2002
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2003
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2004
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2005
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2006
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2007
"AGRICO","4+400 (4) CAB","1560800","4+400 (4) CAB",2008
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",1998
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",1999
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",2000
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",2001
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",2002
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",2003
"AGCO ALLIS (AGROTEC)","AX 5.65","1750565","AX 5.65",2004
"AGCO ALLIS (AGROTEC)","AX 5.65 DT","1750566","AX 5.65 DT",1998
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",1998
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",1999
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",2000
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",2001
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",2002
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",2003
"AGCO ALLIS (AGROTEC)","5.65 V","1750568","5.65 V",2004
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",1998
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",1999
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",2000
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",2001
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",2002
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",2003
"AGCO ALLIS (AGROTEC)","5.65 F","1750570","5.65 F",2004
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",1998
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",1999
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",2000
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",2001
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",2002
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",2003
"AGCO ALLIS (AGROTEC)","AX 5.80","1750580","AX 5.80",2004
"AGCO ALLIS (AGROTEC)","AX 5.80 (4)","1750581","AX 5.80 (4)",1998
"AGCO ALLIS (AGROTEC)","AX 5.80 (4)","1750581","AX 5.80 (4)",1999
"AGCO ALLIS (AGROTEC)","5.80 DT","1750582","5.80 DT",2002
"AGCO ALLIS (AGROTEC)","5.80 DT","1750582","5.80 DT",2003
"AGCO ALLIS (AGROTEC)","5.80 DT","1750582","5.80 DT",2004
"AGCO ALLIS (AGROTEC)","5.80 F","1750590","5.80 F",1998
"AGCO ALLIS (AGROTEC)","5.80 F","1750590","5.80 F",1999
